week,department,sub_department,sku,product,gt_price,gt_regular_price,cost,promo_flag,units,walmart_price,nofrills_price,dollarama_price
2025-05-19,Grocery,Snacks,SKU1009,Potato Chips,8.86,8.86,4.88,0,208,8.42,8.45,7.92
2025-05-26,Grocery,Snacks,SKU1009,Potato Chips,8.25,8.25,4.88,0,173,7.91,7.94,7.76
2025-06-02,Grocery,Snacks,SKU1009,Potato Chips,8.63,8.63,4.87,0,89,7.99,8.21,7.78
2025-06-09,Grocery,Snacks,SKU1009,Potato Chips,8.52,8.52,4.89,0,138,7.94,8.77,7.64
2025-06-16,Grocery,Snacks,SKU1009,Potato Chips,8.26,8.26,4.89,0,79,8.59,8.23,8.01
2025-06-23,Grocery,Snacks,SKU1009,Potato Chips,7.95,7.95,4.89,0,189,7.77,8.37,7.56
2025-06-30,Grocery,Snacks,SKU1009,Potato Chips,8.23,8.23,4.89,0,52,8.15,7.84,7.36
2025-07-07,Grocery,Snacks,SKU1009,Potato Chips,8.19,8.19,4.91,0,244,7.73,7.74,7.99
2025-07-14,Grocery,Snacks,SKU1009,Potato Chips,8.34,8.34,4.9,0,236,8.27,8.22,7.89
2025-07-21,Grocery,Snacks,SKU1009,Potato Chips,8.28,8.28,4.91,0,132,8.1,7.84,7.47
2025-07-28,Grocery,Snacks,SKU1009,Potato Chips,8.22,8.22,4.91,0,61,7.79,7.83,8.02
2025-08-04,Grocery,Snacks,SKU1009,Potato Chips,7.91,7.91,4.91,0,176,7.75,7.93,7.23
2025-08-11,Grocery,Snacks,SKU1009,Potato Chips,7.8,7.8,4.93,0,43,7.84,7.97,7.83
2025-08-18,Grocery,Snacks,SKU1009,Potato Chips,6.98,7.84,4.93,1,272,7.99,8.19,7.45
2025-08-25,Grocery,Snacks,SKU1009,Potato Chips,7.66,7.66,4.93,0,144,7.62,7.91,7.55
2025-09-01,Grocery,Snacks,SKU1009,Potato Chips,7.06,7.7,4.93,1,115,7.58,7.8,7.51
2025-09-08,Grocery,Snacks,SKU1009,Potato Chips,7.89,7.89,4.95,0,147,7.79,7.81,7.02
2025-09-15,Grocery,Snacks,SKU1009,Potato Chips,7.72,7.72,4.95,0,165,7.68,7.95,7.15
2025-09-22,Grocery,Snacks,SKU1009,Potato Chips,7.93,7.93,4.95,0,145,7.83,7.71,6.92
2025-09-29,Grocery,Snacks,SKU1009,Potato Chips,8.18,8.18,4.96,0,81,7.87,7.47,7.88
2025-10-06,Grocery,Snacks,SKU1009,Potato Chips,7.83,7.83,4.95,0,208,7.31,8.11,7.63
2025-10-13,Grocery,Snacks,SKU1009,Potato Chips,7.86,7.86,4.97,0,177,7.73,7.55,7.02
2025-10-20,Grocery,Snacks,SKU1009,Potato Chips,8.23,8.23,4.96,0,218,8.15,7.3,7.85
2025-10-27,Grocery,Snacks,SKU1009,Potato Chips,7.8,7.8,4.96,0,129,7.78,7.8,7.28
2025-11-03,Grocery,Snacks,SKU1009,Potato Chips,7.54,7.54,4.97,0,224,7.99,7.71,7.57
2025-11-10,Grocery,Snacks,SKU1009,Potato Chips,6.08,7.88,4.98,1,109,8.01,7.56,7.31
2025-11-17,Grocery,Snacks,SKU1009,Potato Chips,6.88,7.92,4.97,1,279,7.77,7.63,7.62
2025-11-24,Grocery,Snacks,SKU1009,Potato Chips,8.01,8.01,4.97,0,64,7.64,7.96,7.46
2025-12-01,Grocery,Snacks,SKU1009,Potato Chips,8.14,8.14,5.0,0,169,8.04,7.77,7.33
2025-12-08,Grocery,Snacks,SKU1009,Potato Chips,8.09,8.09,5.0,0,40,7.82,7.74,7.49
2025-12-15,Grocery,Snacks,SKU1009,Potato Chips,6.84,7.85,5.01,1,79,8.09,7.9,7.53
2025-12-22,Grocery,Snacks,SKU1009,Potato Chips,8.32,8.32,5.01,0,265,7.9,7.76,7.92
2024-01-01,Grocery,Snacks,SKU1010,Granola Bars,4.27,4.27,2.74,0,204,4.14,4.12,4.1
2024-01-08,Grocery,Snacks,SKU1010,Granola Bars,3.78,4.4,2.74,1,106,4.26,4.39,3.97
2024-01-15,Grocery,Snacks,SKU1010,Granola Bars,4.59,4.59,2.74,0,220,4.42,4.34,4.23
2024-01-22,Grocery,Snacks,SKU1010,Granola Bars,4.4,4.4,2.75,0,92,4.3,4.31,4.13
2024-01-29,Grocery,Snacks,SKU1010,Granola Bars,4.54,4.54,2.75,0,93,4.19,4.08,4.14
2024-02-05,Grocery,Snacks,SKU1010,Granola Bars,4.05,4.43,2.74,1,263,4.6,4.58,4.27
2024-02-12,Grocery,Snacks,SKU1010,Granola Bars,3.68,4.43,2.75,1,343,4.25,4.49,4.23
2024-02-19,Grocery,Snacks,SKU1010,Granola Bars,4.5,4.5,2.76,0,108,4.46,4.52,4.33
2024-02-26,Grocery,Snacks,SKU1010,Granola Bars,4.59,4.59,2.76,0,217,4.44,4.83,4.24
2024-03-04,Grocery,Snacks,SKU1010,Granola Bars,4.59,4.59,2.77,0,238,4.31,4.48,4.48
2024-03-11,Grocery,Snacks,SKU1010,Granola Bars,4.76,4.76,2.77,0,83,4.68,4.41,4.22
2024-03-18,Grocery,Snacks,SKU1010,Granola Bars,4.53,4.53,2.77,0,143,4.6,4.7,4.15
2024-03-25,Grocery,Snacks,SKU1010,Granola Bars,4.48,4.48,2.77,0,165,4.4,4.54,4.12
2024-04-01,Grocery,Snacks,SKU1010,Granola Bars,4.4,4.4,2.76,0,100,4.54,4.26,4.16
2024-04-08,Grocery,Snacks,SKU1010,Granola Bars,4.46,4.46,2.78,0,117,4.23,4.57,4.16
2024-04-15,Grocery,Snacks,SKU1010,Granola Bars,4.57,4.57,2.78,0,83,4.16,4.41,4.18
2024-04-22,Grocery,Snacks,SKU1010,Granola Bars,4.65,4.65,2.78,0,242,4.5,4.49,4.35
2024-04-29,Grocery,Snacks,SKU1010,Granola Bars,4.74,4.74,2.78,0,206,4.26,4.44,4.14
2024-05-06,Grocery,Snacks,SKU1010,Granola Bars,4.55,4.55,2.79,0,83,4.44,4.02,4.28
2024-05-13,Grocery,Snacks,SKU1010,Granola Bars,4.55,4.55,2.79,0,174,4.58,4.44,4.13
2024-05-20,Grocery,Snacks,SKU1010,Granola Bars,4.52,4.52,2.78,0,213,4.29,4.45,4.22
2024-05-27,Grocery,Snacks,SKU1010,Granola Bars,4.41,4.41,2.79,0,85,4.09,4.44,4.11
2024-06-03,Grocery,Snacks,SKU1010,Granola Bars,4.37,4.37,2.79,0,51,4.28,4.15,3.94
2024-06-10,Grocery,Snacks,SKU1010,Granola Bars,4.56,4.56,2.8,0,174,4.45,4.49,4.32
2024-06-17,Grocery,Snacks,SKU1010,Granola Bars,4.58,4.58,2.8,0,43,4.36,4.5,4.19
2024-06-24,Grocery,Snacks,SKU1010,Granola Bars,4.47,4.47,2.81,0,180,4.32,4.23,4.21
2024-07-01,Grocery,Snacks,SKU1010,Granola Bars,4.43,4.43,2.8,0,242,4.12,4.26,4.06
2024-07-08,Grocery,Snacks,SKU1010,Granola Bars,4.47,4.47,2.8,0,116,4.36,4.47,4.06
2024-07-15,Grocery,Snacks,SKU1010,Granola Bars,4.33,4.33,2.81,0,188,4.11,4.17,3.99
2024-07-22,Grocery,Snacks,SKU1010,Granola Bars,4.18,4.18,2.82,0,116,4.16,4.09,4.13
2024-07-29,Grocery,Snacks,SKU1010,Granola Bars,4.29,4.29,2.81,0,41,4.2,4.15,4.1
2024-08-05,Grocery,Snacks,SKU1010,Granola Bars,4.15,4.15,2.82,0,191,4.08,4.16,3.9
2024-08-12,Grocery,Snacks,SKU1010,Granola Bars,4.16,4.16,2.81,0,193,4.24,4.23,3.82
2024-08-19,Grocery,Snacks,SKU1010,Granola Bars,4.45,4.45,2.83,0,68,3.91,4.0,4.02
2024-08-26,Grocery,Snacks,SKU1010,Granola Bars,4.2,4.2,2.82,0,89,4.07,4.07,4.13
2024-09-02,Grocery,Snacks,SKU1010,Granola Bars,4.19,4.19,2.82,0,222,4.16,4.12,3.97
2024-09-09,Grocery,Snacks,SKU1010,Granola Bars,4.15,4.15,2.83,0,65,4.13,3.95,3.93
2024-09-16,Grocery,Snacks,SKU1010,Granola Bars,4.03,4.03,2.82,0,97,4.12,4.31,4.11
2024-09-23,Grocery,Snacks,SKU1010,Granola Bars,4.27,4.27,2.83,0,142,4.11,4.3,4.07
2024-09-30,Grocery,Snacks,SKU1010,Granola Bars,4.09,4.09,2.84,0,208,4.03,4.25,4.11
2024-10-07,Grocery,Snacks,SKU1010,Granola Bars,4.14,4.14,2.83,0,39,4.15,4.2,4.15
2024-10-14,Grocery,Snacks,SKU1010,Granola Bars,4.2,4.2,2.84,0,149,4.11,4.06,3.88
2024-10-21,Grocery,Snacks,SKU1010,Granola Bars,4.26,4.26,2.83,0,87,3.85,4.08,3.75
2024-10-28,Grocery,Snacks,SKU1010,Granola Bars,4.18,4.18,2.85,0,242,4.22,3.94,3.85
2024-11-04,Grocery,Snacks,SKU1010,Granola Bars,4.3,4.3,2.85,0,84,4.22,4.4,4.16
2024-11-11,Grocery,Snacks,SKU1010,Granola Bars,4.3,4.3,2.85,0,189,4.21,4.08,3.78
2024-11-18,Grocery,Snacks,SKU1010,Granola Bars,4.12,4.12,2.86,0,59,4.25,4.23,3.85
2024-11-25,Grocery,Snacks,SKU1010,Granola Bars,4.12,4.12,2.85,0,135,3.95,4.15,3.74
2024-12-02,Grocery,Snacks,SKU1010,Granola Bars,4.19,4.19,2.87,0,111,4.32,4.23,4.18
2024-12-09,Grocery,Snacks,SKU1010,Granola Bars,4.38,4.38,2.87,0,134,4.03,4.32,4.09
2024-12-16,Grocery,Snacks,SKU1010,Granola Bars,4.41,4.41,2.87,0,178,3.99,4.05,4.09
2024-12-23,Grocery,Snacks,SKU1010,Granola Bars,4.4,4.4,2.86,0,152,4.37,4.11,3.92
2024-12-30,Grocery,Snacks,SKU1010,Granola Bars,3.58,4.47,2.87,1,269,4.16,4.42,4.2
2025-01-06,Grocery,Snacks,SKU1010,Granola Bars,3.36,4.22,2.88,1,221,4.13,4.37,3.86
2025-01-13,Grocery,Snacks,SKU1010,Granola Bars,4.42,4.42,2.87,0,113,4.08,3.95,4.05
2025-01-20,Grocery,Snacks,SKU1010,Granola Bars,4.45,4.45,2.88,0,127,4.23,4.48,4.28
2025-01-27,Grocery,Snacks,SKU1010,Granola Bars,3.8,4.26,2.88,1,390,4.21,4.47,4.09
2025-02-03,Grocery,Snacks,SKU1010,Granola Bars,4.37,4.37,2.87,0,233,4.34,4.39,4.25
2025-02-10,Grocery,Snacks,SKU1010,Granola Bars,4.35,4.35,2.89,0,99,4.67,4.5,4.29
2025-02-17,Grocery,Snacks,SKU1010,Granola Bars,4.25,4.25,2.88,0,135,4.41,4.58,4.1
2025-02-24,Grocery,Snacks,SKU1010,Granola Bars,4.31,4.31,2.9,0,113,4.56,4.41,4.31
2025-03-03,Grocery,Snacks,SKU1010,Granola Bars,4.74,4.74,2.89,0,222,4.42,4.29,4.38
2025-03-10,Grocery,Snacks,SKU1010,Granola Bars,4.68,4.68,2.89,0,102,4.31,4.44,4.36
2025-03-17,Grocery,Snacks,SKU1010,Granola Bars,4.61,4.61,2.89,0,240,4.54,4.55,4.59
2025-03-24,Grocery,Snacks,SKU1010,Granola Bars,4.69,4.69,2.9,0,189,4.56,4.52,4.62
2025-03-31,Grocery,Snacks,SKU1010,Granola Bars,4.68,4.68,2.9,0,215,4.34,4.44,4.37
2025-04-07,Grocery,Snacks,SKU1010,Granola Bars,4.45,4.45,2.9,0,162,4.95,4.58,4.2
2025-04-14,Grocery,Snacks,SKU1010,Granola Bars,4.59,4.59,2.91,0,53,4.71,4.39,4.24
2025-04-21,Grocery,Snacks,SKU1010,Granola Bars,4.42,4.42,2.91,0,134,4.61,4.65,4.5
2025-04-28,Grocery,Snacks,SKU1010,Granola Bars,4.45,4.45,2.91,0,50,4.33,4.4,4.09
2025-05-05,Grocery,Snacks,SKU1010,Granola Bars,4.5,4.5,2.9,0,95,4.71,4.45,4.32
2025-05-12,Grocery,Snacks,SKU1010,Granola Bars,4.44,4.44,2.92,0,148,4.62,4.28,4.22
2025-05-19,Grocery,Snacks,SKU1010,Granola Bars,4.42,4.42,2.92,0,186,4.46,4.34,4.24
2025-05-26,Grocery,Snacks,SKU1010,Granola Bars,4.11,4.51,2.91,1,225,4.52,4.61,4.33
2025-06-02,Grocery,Snacks,SKU1010,Granola Bars,4.43,4.43,2.92,0,90,4.28,4.49,3.95
2025-06-09,Grocery,Snacks,SKU1010,Granola Bars,4.45,4.45,2.93,0,166,4.51,4.61,4.26
2025-06-16,Grocery,Snacks,SKU1010,Granola Bars,4.4,4.4,2.92,0,175,4.25,4.18,3.85
2025-06-23,Grocery,Snacks,SKU1010,Granola Bars,4.5,4.5,2.93,0,202,4.33,4.3,4.22
2025-06-30,Grocery,Snacks,SKU1010,Granola Bars,4.25,4.25,2.93,0,101,4.24,4.27,4.26
2025-07-07,Grocery,Snacks,SKU1010,Granola Bars,4.37,4.37,2.94,0,144,4.54,4.42,4.02
2025-07-14,Grocery,Snacks,SKU1010,Granola Bars,4.23,4.23,2.93,0,91,4.08,4.49,4.01
2025-07-21,Grocery,Snacks,SKU1010,Granola Bars,4.17,4.17,2.94,0,154,4.3,4.41,3.9
2025-07-28,Grocery,Snacks,SKU1010,Granola Bars,4.06,4.06,2.93,0,106,3.89,4.01,3.97
2025-08-04,Grocery,Snacks,SKU1010,Granola Bars,4.09,4.09,2.95,0,43,3.95,3.99,3.95
2025-08-11,Grocery,Snacks,SKU1010,Granola Bars,4.2,4.2,2.95,0,210,4.26,3.75,3.9
2025-08-18,Grocery,Snacks,SKU1010,Granola Bars,4.2,4.2,2.95,0,136,3.98,4.37,4.01
2025-08-25,Grocery,Snacks,SKU1010,Granola Bars,4.08,4.08,2.95,0,138,3.99,3.98,3.82
2025-09-01,Grocery,Snacks,SKU1010,Granola Bars,4.24,4.24,2.96,0,74,4.16,4.14,4.03
2025-09-08,Grocery,Snacks,SKU1010,Granola Bars,4.13,4.13,2.96,0,81,4.16,4.1,3.84
2025-09-15,Grocery,Snacks,SKU1010,Granola Bars,3.66,4.04,2.95,1,384,4.14,4.18,3.78
2025-09-22,Grocery,Snacks,SKU1010,Granola Bars,4.01,4.01,2.96,0,194,4.23,3.92,4.18
2025-09-29,Grocery,Snacks,SKU1010,Granola Bars,4.11,4.11,2.96,0,144,4.03,3.99,3.94
2025-10-06,Grocery,Snacks,SKU1010,Granola Bars,4.0,4.0,2.97,0,160,3.9,3.93,3.96
2025-10-13,Grocery,Snacks,SKU1010,Granola Bars,3.28,4.01,2.97,1,171,4.06,4.02,3.92
2025-10-20,Grocery,Snacks,SKU1010,Granola Bars,4.17,4.17,2.97,0,146,4.13,4.08,3.77
2025-10-27,Grocery,Snacks,SKU1010,Granola Bars,4.09,4.09,2.97,0,160,4.03,3.96,3.92
2025-11-03,Grocery,Snacks,SKU1010,Granola Bars,4.31,4.31,2.97,0,63,4.09,4.28,3.68
2025-11-10,Grocery,Snacks,SKU1010,Granola Bars,4.28,4.28,2.97,0,133,4.27,4.27,3.77
2025-11-17,Grocery,Snacks,SKU1010,Granola Bars,3.65,4.25,2.98,1,243,3.95,4.25,3.91
2025-11-24,Grocery,Snacks,SKU1010,Granola Bars,4.23,4.23,2.99,0,184,4.15,4.12,4.0
2025-12-01,Grocery,Snacks,SKU1010,Granola Bars,3.44,4.17,2.98,1,269,4.06,4.17,3.98
2025-12-08,Grocery,Snacks,SKU1010,Granola Bars,4.31,4.31,3.0,0,103,3.85,3.95,4.04
2025-12-15,Grocery,Snacks,SKU1010,Granola Bars,4.3,4.3,3.0,0,132,4.29,4.43,4.15
2025-12-22,Grocery,Snacks,SKU1010,Granola Bars,4.37,4.37,3.0,0,87,4.27,4.28,4.05
2024-01-01,Grocery,Snacks,SKU1011,Cookies,9.15,10.82,6.95,1,288,10.39,9.93,9.72
2024-01-08,Grocery,Snacks,SKU1011,Cookies,10.21,10.21,6.98,0,123,10.25,9.74,9.08
2024-01-15,Grocery,Snacks,SKU1011,Cookies,10.35,10.35,6.96,0,177,10.17,9.98,10.58
2024-01-22,Grocery,Snacks,SKU1011,Cookies,10.55,10.55,6.96,0,137,10.53,10.23,9.86
2024-01-29,Grocery,Snacks,SKU1011,Cookies,10.4,10.4,6.96,0,106,10.02,10.08,9.69
2024-02-05,Grocery,Snacks,SKU1011,Cookies,10.78,10.78,6.97,0,223,10.46,11.02,10.23
2024-02-12,Grocery,Snacks,SKU1011,Cookies,10.67,10.67,7.0,0,108,10.71,10.46,10.01
2024-02-19,Grocery,Snacks,SKU1011,Cookies,8.26,10.91,7.0,1,127,10.98,10.89,9.99
2024-02-26,Grocery,Snacks,SKU1011,Cookies,10.55,10.55,6.98,0,53,10.17,11.35,10.15
2024-03-04,Grocery,Snacks,SKU1011,Cookies,9.46,10.51,7.02,1,155,10.94,10.46,10.05
2024-03-11,Grocery,Snacks,SKU1011,Cookies,10.54,10.54,7.02,0,245,10.57,10.5,10.27
2024-03-18,Grocery,Snacks,SKU1011,Cookies,8.67,10.89,7.04,1,246,9.94,10.67,9.55
2024-03-25,Grocery,Snacks,SKU1011,Cookies,11.08,11.08,7.03,0,130,10.26,11.36,10.22
2024-04-01,Grocery,Snacks,SKU1011,Cookies,10.75,10.75,7.04,0,142,10.29,11.27,10.1
2024-04-08,Grocery,Snacks,SKU1011,Cookies,11.0,11.0,7.05,0,72,10.46,10.63,10.36
2024-04-15,Grocery,Snacks,SKU1011,Cookies,10.55,10.55,7.04,0,49,10.11,10.74,9.62
2024-04-22,Grocery,Snacks,SKU1011,Cookies,10.57,10.57,7.05,0,200,10.72,11.38,10.22
2024-04-29,Grocery,Snacks,SKU1011,Cookies,10.77,10.77,7.08,0,64,10.99,10.23,9.95
2024-05-06,Grocery,Snacks,SKU1011,Cookies,10.62,10.62,7.07,0,157,10.69,10.39,10.02
2024-05-13,Grocery,Snacks,SKU1011,Cookies,9.6,10.52,7.08,1,218,10.16,10.59,9.46
2024-05-20,Grocery,Snacks,SKU1011,Cookies,11.1,11.1,7.1,0,92,10.86,10.88,10.33
2024-05-27,Grocery,Snacks,SKU1011,Cookies,10.79,10.79,7.09,0,53,9.87,10.63,9.96
2024-06-03,Grocery,Snacks,SKU1011,Cookies,10.71,10.71,7.08,0,147,10.66,10.61,9.95
2024-06-10,Grocery,Snacks,SKU1011,Cookies,10.79,10.79,7.11,0,204,10.59,10.75,9.99
2024-06-17,Grocery,Snacks,SKU1011,Cookies,11.03,11.03,7.13,0,75,10.06,10.8,10.31
2024-06-24,Grocery,Snacks,SKU1011,Cookies,9.27,10.57,7.12,1,172,10.44,10.28,9.99
2024-07-01,Grocery,Snacks,SKU1011,Cookies,10.59,10.59,7.12,0,132,10.93,10.68,10.45
2024-07-08,Grocery,Snacks,SKU1011,Cookies,10.01,10.01,7.11,0,51,9.54,10.14,9.48
2024-07-15,Grocery,Snacks,SKU1011,Cookies,9.87,9.87,7.15,0,79,9.6,9.66,9.83
2024-07-22,Grocery,Snacks,SKU1011,Cookies,9.63,9.63,7.15,0,272,10.12,10.21,10.18
2024-07-29,Grocery,Snacks,SKU1011,Cookies,10.0,10.0,7.13,0,206,9.95,9.93,9.34
2024-08-05,Grocery,Snacks,SKU1011,Cookies,10.77,10.77,7.14,0,163,9.64,9.56,9.57
2024-08-12,Grocery,Snacks,SKU1011,Cookies,9.9,9.9,7.14,0,154,10.1,9.75,9.28
2024-08-19,Grocery,Snacks,SKU1011,Cookies,9.34,10.34,7.15,1,242,9.83,10.38,9.69
2024-08-26,Grocery,Snacks,SKU1011,Cookies,10.14,10.14,7.17,0,89,9.65,10.27,9.11
2024-09-02,Grocery,Snacks,SKU1011,Cookies,9.63,9.63,7.15,0,91,9.7,9.65,9.26
2024-09-09,Grocery,Snacks,SKU1011,Cookies,9.85,9.85,7.17,0,142,9.12,9.71,9.38
2024-09-16,Grocery,Snacks,SKU1011,Cookies,9.61,9.61,7.17,0,79,9.14,9.71,9.63
2024-09-23,Grocery,Snacks,SKU1011,Cookies,9.83,9.83,7.2,0,68,9.69,9.39,10.17
2024-09-30,Grocery,Snacks,SKU1011,Cookies,9.52,9.52,7.2,0,86,9.71,9.19,9.52
2024-10-07,Grocery,Snacks,SKU1011,Cookies,10.27,10.27,7.23,0,95,9.95,10.02,8.97
2024-10-14,Grocery,Snacks,SKU1011,Cookies,10.02,10.02,7.21,0,106,8.73,9.68,9.57
2024-10-21,Grocery,Snacks,SKU1011,Cookies,10.03,10.03,7.22,0,222,10.06,10.18,9.19
2024-10-28,Grocery,Snacks,SKU1011,Cookies,9.92,9.92,7.25,0,176,9.12,9.73,9.21
2024-11-04,Grocery,Snacks,SKU1011,Cookies,10.02,10.02,7.2,0,73,9.97,9.94,9.41
2024-11-11,Grocery,Snacks,SKU1011,Cookies,9.87,9.87,7.24,0,275,9.68,9.95,8.91
2024-11-18,Grocery,Snacks,SKU1011,Cookies,10.24,10.24,7.22,0,138,9.54,9.97,9.85
2024-11-25,Grocery,Snacks,SKU1011,Cookies,9.98,9.98,7.24,0,197,9.96,10.11,9.43
2024-12-02,Grocery,Snacks,SKU1011,Cookies,9.9,9.9,7.25,0,55,9.7,10.74,8.93
2024-12-09,Grocery,Snacks,SKU1011,Cookies,10.25,10.25,7.26,0,110,10.12,10.15,9.33
2024-12-16,Grocery,Snacks,SKU1011,Cookies,10.23,10.23,7.26,0,71,9.35,10.14,9.26
2024-12-23,Grocery,Snacks,SKU1011,Cookies,10.63,10.63,7.25,0,152,10.22,10.24,10.07
2024-12-30,Grocery,Snacks,SKU1011,Cookies,10.28,10.28,7.28,0,93,10.02,9.5,9.59
2025-01-06,Grocery,Snacks,SKU1011,Cookies,10.69,10.69,7.3,0,196,9.95,10.19,9.99
2025-01-13,Grocery,Snacks,SKU1011,Cookies,10.45,10.45,7.29,0,154,9.92,10.77,10.42
2025-01-20,Grocery,Snacks,SKU1011,Cookies,10.44,10.44,7.29,0,45,10.68,10.0,9.58
2025-01-27,Grocery,Snacks,SKU1011,Cookies,10.29,10.29,7.31,0,91,10.15,10.28,10.25
2025-02-03,Grocery,Snacks,SKU1011,Cookies,10.98,10.98,7.31,0,161,11.39,10.14,10.05
2025-02-10,Grocery,Snacks,SKU1011,Cookies,10.12,10.12,7.31,0,110,10.4,10.5,9.53
2025-02-17,Grocery,Snacks,SKU1011,Cookies,10.84,10.84,7.34,0,115,10.16,10.75,10.31
2025-02-24,Grocery,Snacks,SKU1011,Cookies,10.68,10.68,7.33,0,117,10.62,10.44,10.14
2025-03-03,Grocery,Snacks,SKU1011,Cookies,10.49,10.49,7.33,0,228,10.68,10.34,9.64
2025-03-10,Grocery,Snacks,SKU1011,Cookies,10.93,10.93,7.3,0,92,10.4,10.6,10.45
2025-03-17,Grocery,Snacks,SKU1011,Cookies,10.71,10.71,7.36,0,177,10.3,10.09,10.13
2025-03-24,Grocery,Snacks,SKU1011,Cookies,11.15,11.15,7.35,0,72,10.57,10.65,10.56
2025-03-31,Grocery,Snacks,SKU1011,Cookies,10.64,10.64,7.38,0,158,10.61,10.54,10.21
2025-04-07,Grocery,Snacks,SKU1011,Cookies,11.0,11.0,7.37,0,204,10.92,10.99,10.29
2025-04-14,Grocery,Snacks,SKU1011,Cookies,10.88,10.88,7.37,0,188,10.44,11.28,10.19
2025-04-21,Grocery,Snacks,SKU1011,Cookies,9.63,10.94,7.36,1,181,10.84,10.18,10.03
2025-04-28,Grocery,Snacks,SKU1011,Cookies,10.7,10.7,7.39,0,114,10.59,10.9,10.46
2025-05-05,Grocery,Snacks,SKU1011,Cookies,10.72,10.72,7.38,0,48,10.54,10.86,10.18
2025-05-12,Grocery,Snacks,SKU1011,Cookies,10.93,10.93,7.39,0,223,10.76,10.81,10.36
2025-05-19,Grocery,Snacks,SKU1011,Cookies,8.35,11.09,7.4,1,448,10.23,10.68,10.52
2025-05-26,Grocery,Snacks,SKU1011,Cookies,10.4,10.4,7.41,0,109,10.0,10.5,9.79
2025-06-02,Grocery,Snacks,SKU1011,Cookies,10.51,10.51,7.39,0,87,9.84,10.08,9.94
2025-06-09,Grocery,Snacks,SKU1011,Cookies,10.53,10.53,7.43,0,54,10.5,10.15,9.56
2025-06-16,Grocery,Snacks,SKU1011,Cookies,10.82,10.82,7.43,0,214,9.93,9.6,10.41
2025-06-23,Grocery,Snacks,SKU1011,Cookies,9.29,10.56,7.42,1,199,10.11,10.0,9.11
2025-06-30,Grocery,Snacks,SKU1011,Cookies,10.65,10.65,7.48,0,211,10.06,10.57,9.83
2025-07-07,Grocery,Snacks,SKU1011,Cookies,9.81,9.81,7.43,0,160,9.93,9.57,9.68
2025-07-14,Grocery,Snacks,SKU1011,Cookies,10.14,10.14,7.47,0,177,9.78,10.17,9.47
2025-07-21,Grocery,Snacks,SKU1011,Cookies,9.07,10.27,7.45,1,202,9.6,9.9,9.26
2025-07-28,Grocery,Snacks,SKU1011,Cookies,9.71,9.71,7.47,0,153,9.9,9.81,9.58
2025-08-04,Grocery,Snacks,SKU1011,Cookies,10.1,10.1,7.47,0,109,9.94,10.25,9.71
2025-08-11,Grocery,Snacks,SKU1011,Cookies,10.19,10.19,7.49,0,163,9.84,10.02,9.17
2025-08-18,Grocery,Snacks,SKU1011,Cookies,9.98,9.98,7.48,0,153,10.05,10.03,9.83
2025-08-25,Grocery,Snacks,SKU1011,Cookies,10.0,10.0,7.49,0,63,9.7,9.66,9.3
2025-09-01,Grocery,Snacks,SKU1011,Cookies,9.92,9.92,7.5,0,73,9.53,10.18,8.73
2025-09-08,Grocery,Snacks,SKU1011,Cookies,9.84,9.84,7.49,0,41,10.06,9.94,8.99
2025-09-15,Grocery,Snacks,SKU1011,Cookies,9.75,9.75,7.52,0,105,10.5,9.68,9.44
2025-09-22,Grocery,Snacks,SKU1011,Cookies,9.39,9.39,7.51,0,101,9.33,10.08,9.11
2025-09-29,Grocery,Snacks,SKU1011,Cookies,9.84,9.84,7.53,0,118,9.63,9.41,8.8
2025-10-06,Grocery,Snacks,SKU1011,Cookies,9.92,9.92,7.53,0,82,9.86,9.87,9.91
2025-10-13,Grocery,Snacks,SKU1011,Cookies,10.11,10.11,7.55,0,123,9.27,9.26,9.33
2025-10-20,Grocery,Snacks,SKU1011,Cookies,9.99,9.99,7.54,0,152,9.7,10.1,9.4
2025-10-27,Grocery,Snacks,SKU1011,Cookies,9.57,9.57,7.54,0,251,8.95,9.75,9.22
2025-11-03,Grocery,Snacks,SKU1011,Cookies,9.16,10.28,7.53,1,336,9.85,9.9,9.24
2025-11-10,Grocery,Snacks,SKU1011,Cookies,10.07,10.07,7.57,0,137,9.91,9.81,9.55
2025-11-17,Grocery,Snacks,SKU1011,Cookies,10.25,10.25,7.53,0,151,10.04,9.72,9.71
2025-11-24,Grocery,Snacks,SKU1011,Cookies,10.05,10.05,7.58,0,116,9.64,9.8,9.81
2025-12-01,Grocery,Snacks,SKU1011,Cookies,10.0,10.0,7.57,0,125,10.01,10.16,9.29
2025-12-08,Grocery,Snacks,SKU1011,Cookies,10.17,10.17,7.6,0,217,10.29,10.58,9.26
2025-12-15,Grocery,Snacks,SKU1011,Cookies,8.13,10.38,7.58,1,227,10.38,10.28,9.6
2025-12-22,Grocery,Snacks,SKU1011,Cookies,10.61,10.61,7.61,0,230,10.35,10.32,9.7
2024-01-01,Grocery,Snacks,SKU1012,Popcorn,10.68,10.68,6.77,0,128,10.61,10.46,10.28
2024-01-08,Grocery,Snacks,SKU1012,Popcorn,10.24,10.24,6.78,0,60,10.59,10.27,10.4
2024-01-15,Grocery,Snacks,SKU1012,Popcorn,10.3,10.3,6.78,0,247,10.5,10.31,9.44
2024-01-22,Grocery,Snacks,SKU1012,Popcorn,10.61,10.61,6.8,0,76,10.9,11.2,9.53
